CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
DTA000057,application,Desktop Application,WBS000094,IM0035836,Closed,5,5,5,0.43018653,incident,KM0001776,closed,0,11-02-2014 09:11,,11-02-2014 10:41,11-02-2014 10:41,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035837,Closed,5,5,5,0.742900645,incident,KM0001499,closed,0,11-02-2014 09:11,,11-02-2014 10:41,11-02-2014 10:41,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035838,Closed,3,3,3,0.632927509,incident,KM0001499,closed,0,11-02-2014 09:12,,11-02-2014 10:31,11-02-2014 10:31,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035839,Closed,5,5,5,0.322654122,incident,KM0001499,closed,0,11-02-2014 09:13,,11-02-2014 11:08,11-02-2014 11:08,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035840,Closed,5,5,5,0.645622265,incident,KM0001776,closed,0,11-02-2014 09:13,,11-02-2014 11:09,11-02-2014 11:09,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035841,Closed,5,5,5,0.569942744,incident,KM0001499,closed,0,11-02-2014 09:15,,11-02-2014 11:45,11-02-2014 11:45,2,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035842,Closed,5,5,5,0.681778964,incident,KM0001499,closed,0,11-02-2014 09:16,,11-02-2014 11:47,11-02-2014 11:47,2,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035843,Closed,5,5,5,0.789857035,incident,KM0001499,closed,0,11-02-2014 09:16,,11-02-2014 11:50,11-02-2014 11:50,2,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035844,Closed,5,5,5,0.378380531,incident,KM0001499,closed,0,11-02-2014 09:16,,11-02-2014 11:51,11-02-2014 11:51,2,,,,,,
SBA000458,application,Server Based Application,WBS000073,IM0035845,Closed,5,5,5,0.715696681,request for information,KM0002128,closed,0,11-02-2014 09:23,,14-02-2014 16:35,14-02-2014 16:35,3,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0035846,Closed,5,5,5,0.071493507,request for information,KM0001825,closed,0,11-02-2014 09:35,,11-02-2014 10:03,11-02-2014 10:03,0,,,,,,
SBA000296,application,Server Based Application,WBS000053,IM0035847,Closed,4,4,4,0.524201249,incident,KM0000367,closed,0,11-02-2014 09:51,,11-02-2014 12:31,11-02-2014 12:31,2,,,,,,
DTA000025,application,Desktop Application,WBS000330,IM0035848,Closed,2,2,2,0.307753061,incident,KM0002012,closed,0,11-02-2014 09:56,,,11-02-2014 11:07,1,,,,,,
SAN000182,storage,SAN,WBS000128,IM0035849,Closed,4,4,4,0.16354259,incident,KM0002125,closed,0,11-02-2014 10:12,,12-02-2014 08:32,12-02-2014 08:33,8,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0035850,Closed,5,5,5,0.350228041,request for information,KM0000244,closed,2,11-02-2014 10:12,,12-02-2014 16:27,12-02-2014 16:27,1,,,,,,
CNT000047,storage,Controller,WBS000183,IM0035851,Closed,3,3,3,0.660627632,incident,KM0001141,closed,0,11-02-2014 10:18,,11-02-2014 15:02,11-02-2014 15:02,4,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0035852,Closed,4,4,4,0.812102365,incident,KM0002285,closed,2,11-02-2014 10:21,,20-02-2014 16:06,20-02-2014 16:06,1,,,,,,
SBA000439,application,Server Based Application,WBS000219,IM0035853,Closed,5,5,5,0.936090304,request for information,KM0002181,closed,0,11-02-2014 10:25,,13-02-2014 14:08,13-02-2014 14:08,2,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035854,Closed,4,4,4,0.755815536,incident,KM0001106,closed,3,11-02-2014 10:30,,11-02-2014 14:11,11-02-2014 14:12,3,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035855,Closed,4,4,4,0.291045455,incident,KM0001288,closed,0,11-02-2014 10:31,,11-02-2014 10:42,11-02-2014 10:42,0,,,,,,
WBA000060,application,Web Based Application,WBS000073,IM0035856,Closed,4,4,4,0.492654738,incident,KM0000825,closed,0,11-02-2014 10:35,,12-02-2014 12:06,12-02-2014 13:38,1,,,,,,
SAN000182,storage,SAN,WBS000128,IM0035857,Closed,4,4,4,0.595423115,incident,KM0002125,closed,0,11-02-2014 10:38,,12-02-2014 08:37,12-02-2014 08:37,84,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035858,Closed,4,4,4,0.411088756,incident,KM0002305,closed,2,11-02-2014 10:54,,12-02-2014 16:34,12-02-2014 16:35,1,,,,,,
SBA000017,application,Server Based Application,WBS000099,IM0035859,Closed,3,3,3,0.31437195,incident,KM0000480,closed,1,11-02-2014 10:56,,,11-02-2014 10:57,0,,,,,,
CBD000866,computer,Banking Device,WBS000146,IM0035860,Closed,4,4,4,0.570530442,incident,KM0000274,closed,0,11-02-2014 11:01,,,11-02-2014 13:47,2,,,,,,
WBA000145,application,Web Based Application,WBS000318,IM0035861,Closed,4,4,4,0.564190709,incident,KM0001418,closed,2,11-02-2014 11:01,,12-02-2014 15:01,12-02-2014 15:01,14,,,,,,
SBA000394,application,Server Based Application,WBS000185,IM0035862,Closed,5,5,5,0.678018005,request for information,KM0000385,closed,0,11-02-2014 11:02,,13-02-2014 13:08,13-02-2014 13:08,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035863,Closed,4,4,4,0.161441958,incident,KM0000741,closed,0,11-02-2014 11:08,,26-02-2014 08:28,26-02-2014 08:28,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035864,Closed,4,4,4,0.973265652,incident,KM0002041,closed,0,11-02-2014 11:18,,11-02-2014 15:44,11-02-2014 15:44,4,,,,,,
SBA000729,application,Server Based Application,WBS000101,IM0035865,Closed,4,4,4,0.971656517,incident,KM0000866,closed,0,11-02-2014 11:19,,18-02-2014 15:21,18-02-2014 15:21,3,,,,,,
WBA000094,application,Web Based Application,WBS000073,IM0035866,Closed,4,4,4,0.192674163,incident,KM0001678,closed,0,11-02-2014 11:21,,11-02-2014 13:13,11-02-2014 13:13,1,,,,,,
SUB000455,subapplication,Web Based Application,WBS000073,IM0035867,Closed,4,4,4,0.590978133,incident,KM0001728,closed,0,11-02-2014 11:28,,11-02-2014 15:27,11-02-2014 15:28,4,,,,,,
WBA000018,application,Web Based Application,WBS000073,IM0035868,Closed,4,4,4,0.740172187,incident,KM0000720,closed,3,11-02-2014 11:30,,14-02-2014 10:22,14-02-2014 10:22,3,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0035869,Closed,5,5,5,0.591125289,incident,KM0001663,closed,0,11-02-2014 11:38,,13-02-2014 11:10,13-02-2014 11:11,2,,,,,,
SBA000458,application,Server Based Application,WBS000073,IM0035870,Closed,5,5,5,0.597899953,request for information,KM0001540,closed,0,11-02-2014 11:41,,13-02-2014 09:52,13-02-2014 09:52,1,,,,,,
SUB000533,subapplication,Web Based Application,WBS000073,IM0035871,Closed,4,4,4,0.761948871,incident,KM0000830,closed,1,11-02-2014 11:42,,11-02-2014 12:53,11-02-2014 12:53,1,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0035872,Closed,5,5,5,0.780922606,request for information,KM0000225,closed,0,11-02-2014 11:43,,11-02-2014 12:54,11-02-2014 12:55,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035874,Closed,2,2,2,0.629753774,incident,KM0001776,closed,1,11-02-2014 09:11,,11-02-2014 09:35,11-02-2014 09:35,0,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035875,Closed,3,3,3,0.079481981,incident,KM0001776,closed,0,11-02-2014 09:15,,11-02-2014 10:42,11-02-2014 10:42,14,,,,,,
LAP001837,computer,Laptop,WBS000091,IM0035876,Closed,5,5,5,0.21248938,incident,KM0001444,closed,3,11-02-2014 09:16,,14-02-2014 13:10,14-02-2014 13:10,3,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0035877,Closed,4,4,4,0.668756219,incident,KM0002043,closed,0,11-02-2014 09:31,,11-02-2014 09:55,11-02-2014 09:55,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0035878,Closed,5,5,5,0.336659028,request for information,KM0001114,closed,4,11-02-2014 09:31,12-02-2014 07:53,13-02-2014 12:13,13-02-2014 12:13,2,,,,,,
SBA000101,application,Server Based Application,WBS000165,IM0035879,Closed,3,3,3,0.953349322,incident,KM0001518,closed,0,11-02-2014 09:33,,13-02-2014 21:17,13-02-2014 21:17,1,,,,,,
ADB000010,database,Database,WBS000239,IM0035880,Closed,3,3,3,0.96523792,incident,KM0000940,closed,2,11-02-2014 09:36,11-02-2014 15:58,,12-02-2014 09:17,6,,,,,,
WBA000077,application,Web Based Application,WBS000153,IM0035881,Closed,4,4,4,0.537215349,incident,KM0000414,closed,0,11-02-2014 09:44,,11-02-2014 11:10,11-02-2014 11:11,1,,,,,,
LAP000008,computer,Laptop,WBS000091,IM0035882,Closed,5,5,5,0.701317705,incident,KM0001444,closed,3,11-02-2014 10:06,,13-02-2014 08:51,13-02-2014 08:51,1,,,,,,
LAP001837,computer,Laptop,WBS000091,IM0035883,Closed,5,5,5,0.039304209,incident,KM0001444,closed,3,11-02-2014 10:09,,12-02-2014 16:42,12-02-2014 16:42,1,,,,,,
SBA000173,application,Server Based Application,WBS000163,IM0035884,Closed,3,3,3,0.812027801,incident,KM0000940,closed,0,11-02-2014 10:21,11-02-2014 11:23,11-02-2014 13:09,11-02-2014 13:09,2,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0035885,Closed,5,5,5,0.547238907,request for information,KM0000656,closed,0,11-02-2014 10:25,,11-02-2014 11:04,11-02-2014 11:04,0,,,,,,
WBA000077,application,Web Based Application,WBS000153,IM0035886,Closed,5,4,4,0.481101101,request for information,KM0000421,closed,1,11-02-2014 10:26,,,11-02-2014 11:24,0,,,,,,
DSK000002,computer,Desktop,WBS000091,IM0035887,Closed,5,5,5,0.139883251,incident,KM0001446,closed,2,11-02-2014 10:30,,13-02-2014 13:03,13-02-2014 13:03,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035888,Closed,4,4,4,0.436596115,incident,KM0000751,closed,0,11-02-2014 10:43,,11-02-2014 12:13,11-02-2014 12:13,1,,,,,,
SBA000054,application,Server Based Application,WBS000013,IM0035889,Closed,5,5,5,0.35437926,request for information,KM0000054,closed,0,11-02-2014 10:57,,12-02-2014 06:47,12-02-2014 06:53,7,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0035890,Closed,4,4,4,0.872252844,request for information,KM0001711,closed,1,11-02-2014 10:58,,19-02-2014 15:32,19-02-2014 15:33,4,,,,,,
SBA000063,application,Server Based Application,WBS000264,IM0035891,Closed,5,5,5,0.61282139,incident,KM0001622,closed,0,11-02-2014 10:59,,11-02-2014 11:48,11-02-2014 11:48,0,,,,,,
LSR000160,computer,Linux Server,WBS000161,IM0035892,Closed,5,5,5,0.149972572,incident,KM0000571,closed,0,11-02-2014 11:06,,11-02-2014 15:05,11-02-2014 15:05,3,,,,,,
SAN000182,storage,SAN,WBS000128,IM0035893,Closed,4,4,4,0.067396342,incident,KM0002125,closed,0,11-02-2014 11:06,,13-02-2014 11:23,13-02-2014 11:23,2,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0035894,Closed,5,5,5,0.265421799,incident,KM0002274,closed,0,11-02-2014 11:06,,13-02-2014 08:23,13-02-2014 08:23,1,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0035895,Closed,5,5,5,0.904884719,request for information,KM0001825,closed,0,11-02-2014 11:08,,12-02-2014 12:59,12-02-2014 12:59,1,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0035896,Closed,5,5,5,0.191978855,request for information,KM0002245,closed,4,11-02-2014 11:11,,03-03-2014 09:50,03-03-2014 09:50,1,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0035897,Closed,4,4,4,0.043505643,incident,KM0001915,closed,0,11-02-2014 11:15,,11-02-2014 15:50,11-02-2014 15:50,4,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035898,Closed,5,5,5,0.890045051,incident,KM0001106,closed,1,11-02-2014 11:16,,11-02-2014 14:00,11-02-2014 14:00,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0035899,Closed,4,4,4,0.293296862,incident,KM0002245,closed,1,11-02-2014 11:24,,11-02-2014 13:36,11-02-2014 13:37,2,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0035900,Closed,5,5,5,0.029424096,incident,KM0000424,closed,3,11-02-2014 11:24,,25-02-2014 13:37,25-02-2014 13:37,1,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035901,Closed,4,4,4,0.20896244,incident,KM0001106,closed,3,11-02-2014 11:26,,11-02-2014 13:59,11-02-2014 13:59,2,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035902,Closed,4,4,4,0.213205786,incident,KM0001106,closed,2,11-02-2014 11:39,,11-02-2014 14:35,11-02-2014 14:35,2,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0035903,Closed,5,5,5,0.151279863,incident,KM0000703,closed,0,11-02-2014 11:42,,11-02-2014 13:00,11-02-2014 13:00,1,,,,,,
DTA000616,application,Desktop Application,WBS000089,IM0035904,Closed,4,4,4,0.773813729,incident,KM0000911,closed,1,11-02-2014 11:46,,11-02-2014 13:00,11-02-2014 13:00,1,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0035905,Closed,5,5,5,0.97226819,request for information,KM0001825,closed,3,11-02-2014 11:55,,13-02-2014 09:24,13-02-2014 09:24,1,,,,,,
DTA000017,application,Desktop Application,WBS000099,IM0035906,Closed,NS,3,NA,0.244535506,incident,KM0000015,closed,3,11-02-2014 11:55,,,11-02-2014 12:59,1,,,,,,
WBA000094,application,Web Based Application,WBS000073,IM0035907,Closed,5,5,5,0.544094712,incident,KM0001874,closed,0,11-02-2014 12:07,,12-02-2014 14:15,12-02-2014 14:15,1,,,,,,
SUB000465,subapplication,Web Based Application,WBS000073,IM0035908,Closed,4,4,4,0.569914361,incident,KM0002248,closed,3,11-02-2014 10:41,,27-02-2014 11:18,27-02-2014 11:18,4,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0035909,Closed,4,4,4,0.936589793,incident,KM0000819,closed,0,11-02-2014 10:41,,11-02-2014 13:19,11-02-2014 13:19,2,,,,,,
SSW000068,software,System Software,WBS000089,IM0035910,Closed,4,4,4,0.134131893,incident,KM0001339,closed,0,11-02-2014 10:51,,13-02-2014 09:36,13-02-2014 09:36,1,,,,,,
SBA000834,application,Server Based Application,WBS000223,IM0035911,Closed,4,4,4,0.067840437,incident,KM0001308,closed,0,11-02-2014 10:52,,13-02-2014 15:31,13-02-2014 15:31,2,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0035912,Closed,5,5,5,0.365765392,request for information,KM0000656,closed,0,11-02-2014 11:07,,11-02-2014 12:07,11-02-2014 12:07,0,,,,,,
SBA000079,application,Server Based Application,WBS000223,IM0035913,Closed,4,4,4,0.958408214,incident,KM0000083,closed,1,11-02-2014 11:10,,12-02-2014 15:24,12-02-2014 15:24,1,,,,,,
SUB000465,subapplication,Web Based Application,WBS000073,IM0035914,Closed,4,4,4,0.998230368,incident,KM0002248,closed,2,11-02-2014 11:13,,13-02-2014 11:57,13-02-2014 11:58,2,,,,,,
SAP000005,application,SAP,WBS000271,IM0035915,Closed,5,5,5,0.741394687,request for information,KM0002243,closed,2,11-02-2014 11:14,,11-02-2014 11:25,11-02-2014 11:26,0,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0035916,Closed,5,5,5,0.60788331,request for information,KM0001825,closed,0,11-02-2014 11:14,,11-02-2014 12:11,11-02-2014 12:11,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0035917,Closed,5,5,5,0.115909197,request for information,KM0002245,closed,4,11-02-2014 11:19,12-02-2014 14:24,19-02-2014 07:53,19-02-2014 07:54,4,,,,,,
WBA000018,application,Web Based Application,WBS000073,IM0035918,Closed,4,4,4,0.695417306,incident,KM0001609,closed,0,11-02-2014 11:22,,11-02-2014 11:34,11-02-2014 11:35,0,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0035919,Closed,4,4,4,0.799657,incident,KM0001765,closed,0,11-02-2014 11:22,,11-02-2014 13:20,11-02-2014 13:20,1,,,,,,
SBA000834,application,Server Based Application,WBS000223,IM0035920,Closed,4,4,4,0.692550874,incident,KM0001308,closed,6,11-02-2014 11:26,,20-02-2014 15:57,20-02-2014 15:57,7,,,,,,
SBA000458,application,Server Based Application,WBS000073,IM0035921,Closed,5,5,5,0.641660113,incident,KM0001986,closed,0,11-02-2014 11:30,,24-02-2014 10:06,24-02-2014 10:06,1,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0035922,Closed,5,5,5,0.995244317,request for information,KM0001825,closed,1,11-02-2014 11:30,,12-02-2014 16:58,12-02-2014 16:58,1,,,,,,
WBA000103,application,Web Based Application,WBS000073,IM0035923,Closed,4,4,4,0.658408351,incident,KM0001081,closed,0,11-02-2014 11:31,,11-02-2014 13:25,11-02-2014 13:25,1,,,,,,
SUB000533,subapplication,Web Based Application,WBS000073,IM0035924,Closed,4,4,4,0.607873252,incident,KM0000830,closed,2,11-02-2014 11:32,,12-02-2014 11:14,12-02-2014 11:14,1,,,,,,
WBA000077,application,Web Based Application,WBS000153,IM0035925,Closed,4,4,4,0.067264063,incident,KM0000414,closed,0,11-02-2014 11:39,,11-02-2014 11:48,11-02-2014 11:48,0,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0035926,Closed,4,4,4,0.947277804,incident,KM0001394,closed,0,11-02-2014 11:45,,12-02-2014 10:55,12-02-2014 10:55,9,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035927,Closed,4,4,4,0.111980745,incident,KM0001106,closed,9,11-02-2014 11:45,25-02-2014 10:08,17-03-2014 13:56,17-03-2014 13:56,1,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0035928,Closed,4,4,4,0.402919112,incident,KM0001394,closed,3,11-02-2014 11:47,,14-02-2014 14:32,14-02-2014 14:32,3,,,,,,
SBA000645,application,Server Based Application,WBS000223,IM0035929,Closed,4,4,4,0.931244332,incident,KM0002143,closed,0,11-02-2014 11:50,,11-02-2014 13:07,11-02-2014 13:07,1,,,,,,
SBA000709,application,Server Based Application,WBS000002,IM0035930,Closed,4,4,4,0.63511284,incident,KM0000687,closed,2,11-02-2014 12:01,,11-02-2014 17:09,11-02-2014 17:09,5,,,,,,
WBA000103,application,Web Based Application,WBS000073,IM0035931,Closed,4,4,4,0.942127281,incident,KM0001624,closed,0,11-02-2014 12:01,,11-02-2014 14:12,11-02-2014 14:12,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035932,Closed,4,4,4,0.75813196,incident,KM0001147,closed,0,11-02-2014 12:03,,11-02-2014 14:10,11-02-2014 14:11,2,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0035933,Closed,5,5,5,0.628733673,incident,KM0000847,closed,1,11-02-2014 12:24,,12-02-2014 13:20,12-02-2014 13:20,11,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0035934,Closed,5,5,5,0.644288543,request for information,KM0000656,closed,0,11-02-2014 12:28,,11-02-2014 12:41,11-02-2014 12:41,0,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0035935,Closed,4,4,4,0.842034739,incident,KM0001345,closed,0,11-02-2014 12:31,,11-02-2014 15:42,11-02-2014 15:42,3,,,,,,
SBA000645,application,Server Based Application,WBS000223,IM0035936,Closed,4,4,4,0.676332154,incident,KM0002143,closed,0,11-02-2014 12:32,,11-02-2014 13:10,11-02-2014 13:10,0,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0035937,Closed,4,4,4,0.969985967,incident,KM0000839,closed,2,11-02-2014 12:49,,14-02-2014 15:17,14-02-2014 15:17,3,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0035938,Closed,4,4,4,0.512736368,incident,KM0001241,closed,1,11-02-2014 13:13,,12-02-2014 10:30,12-02-2014 10:31,7,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0035939,Closed,4,4,4,0.127885026,incident,KM0002292,closed,5,11-02-2014 13:21,,27-02-2014 11:58,27-02-2014 11:58,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035940,Closed,4,4,4,0.123801926,incident,KM0000751,closed,0,11-02-2014 13:33,,11-02-2014 13:41,11-02-2014 13:41,0,,,,,,
SBA000460,application,Server Based Application,WBS000073,IM0035941,Closed,4,4,4,0.649649639,incident,KM0002231,closed,1,11-02-2014 13:42,26-02-2014 15:03,05-03-2014 13:34,05-03-2014 13:34,5,,,,,,
SBA000459,application,Server Based Application,WBS000073,IM0035942,Closed,4,4,4,0.202274145,incident,KM0002188,closed,0,11-02-2014 13:46,,12-02-2014 13:18,12-02-2014 13:18,1,,,,,,
LAP000013,computer,Laptop,WBS000091,IM0035943,Closed,5,5,5,0.151873507,incident,KM0001444,closed,1,11-02-2014 13:51,,12-02-2014 09:15,12-02-2014 09:15,5,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0035944,Closed,5,5,5,0.311475146,request for information,KM0000225,closed,0,11-02-2014 13:52,,11-02-2014 14:35,11-02-2014 14:36,0,,,,,,
SBA000158,application,Server Based Application,WBS000029,IM0035945,Closed,5,5,5,0.212932706,request for information,KM0000513,closed,0,11-02-2014 12:09,28-02-2014 10:37,04-03-2014 10:49,04-03-2014 10:50,25,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035946,Closed,4,4,4,0.992898717,incident,KM0000741,closed,0,11-02-2014 12:33,,12-02-2014 09:51,12-02-2014 09:52,7,,,,,,
LAP000625,computer,Laptop,WBS000091,IM0035947,Closed,3,3,3,0.413028038,incident,KM0000969,closed,0,11-02-2014 12:35,,13-02-2014 16:46,13-02-2014 16:46,2,,,,,,
SBA000427,application,Server Based Application,WBS000307,IM0035948,Closed,3,3,3,0.462738723,incident,KM0001350,closed,0,11-02-2014 12:37,,11-02-2014 13:16,11-02-2014 13:16,0,,,,,,
SBA000054,application,Server Based Application,WBS000013,IM0035949,Closed,3,3,3,0.089210574,incident,KM0000052,closed,0,11-02-2014 12:55,,11-02-2014 13:36,11-02-2014 13:36,0,,,,,,
SBA000131,application,Server Based Application,WBS000023,IM0035950,Closed,3,3,3,0.368616014,incident,KM0000940,closed,0,11-02-2014 12:58,,11-02-2014 13:07,11-02-2014 13:07,0,,,,,,
SUB000442,subapplication,Web Based Application,WBS000125,IM0035951,Closed,3,3,3,0.575294637,incident,KM0000203,closed,0,11-02-2014 13:02,,11-02-2014 14:33,11-02-2014 14:33,0,,,,,,
NET000076,networkcomponents,Modem,WBS000091,IM0035952,Closed,4,4,4,0.690259062,incident,KM0000911,closed,5,11-02-2014 13:11,,14-02-2014 10:35,14-02-2014 10:35,2,,,,,,
WBA000009,application,Web Based Application,WBS000168,IM0035953,Closed,3,5,4,0.125805793,incident,KM0001724,closed,3,11-02-2014 13:18,,12-02-2014 10:10,12-02-2014 10:10,7,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0035954,Closed,4,4,4,0.543764893,incident,KM0001545,closed,0,11-02-2014 13:21,,12-02-2014 17:26,12-02-2014 17:26,8,,,,,,
SBA000235,application,Server Based Application,WBS000242,IM0035955,Closed,4,4,4,0.620587851,incident,KM0001594,closed,2,11-02-2014 13:33,,20-03-2014 11:23,20-03-2014 11:23,1,,,,,,
SBA000459,application,Server Based Application,WBS000073,IM0035956,Closed,4,4,4,0.212751605,incident,KM0002188,closed,1,11-02-2014 13:50,,26-02-2014 16:15,26-02-2014 16:15,1,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0035957,Closed,3,3,3,0.496721715,incident,KM0000938,closed,0,11-02-2014 13:55,,11-02-2014 13:57,11-02-2014 13:58,0,,,,,,
SBA000317,application,Server Based Application,WBS000048,IM0035958,Closed,3,3,3,0.206806845,incident,KM0001583,closed,0,11-02-2014 13:59,,12-02-2014 12:09,12-02-2014 12:09,0,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0035959,Closed,4,4,4,0.97787733,incident,KM0001394,closed,0,11-02-2014 14:07,,12-02-2014 11:15,12-02-2014 11:15,7,,,,,,
DTA000031,application,Desktop Application,WBS000330,IM0035960,Closed,5,5,5,0.08025033,incident,KM0002029,closed,1,11-02-2014 14:20,,19-02-2014 16:36,19-02-2014 16:36,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035961,Closed,4,4,4,0.881632112,incident,KM0001325,closed,0,11-02-2014 14:35,,11-02-2014 15:24,11-02-2014 15:24,0,,,,,,
SBA000028,application,Server Based Application,WBS000030,IM0035962,Closed,5,5,5,0.466947107,request for information,KM0000168,closed,0,11-02-2014 14:48,,11-02-2014 16:12,11-02-2014 16:13,1,,,,,,
SUB000442,subapplication,Web Based Application,WBS000125,IM0035963,Closed,4,4,4,0.987296828,incident,KM0000732,closed,0,11-02-2014 14:54,17-02-2014 10:18,21-02-2014 18:15,21-02-2014 18:15,2,,,,,,
DTA000616,application,Desktop Application,WBS000089,IM0035964,Closed,5,5,5,0.878306474,incident,KM0002217,closed,0,11-02-2014 15:04,,20-02-2014 09:17,20-02-2014 09:17,2,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0035965,Closed,5,5,5,0.142588157,incident,KM0002274,closed,0,11-02-2014 15:06,17-02-2014 09:31,17-02-2014 10:30,17-02-2014 10:30,2,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0035966,Closed,4,4,4,0.910107186,incident,KM0002043,closed,0,11-02-2014 15:07,,11-02-2014 15:57,11-02-2014 15:57,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0035967,Closed,4,4,4,0.324600503,incident,KM0001147,closed,0,11-02-2014 15:10,,11-02-2014 15:27,11-02-2014 15:27,0,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0035968,Closed,5,5,5,0.949246214,incident,KM0002073,closed,0,11-02-2014 15:27,,11-02-2014 15:48,11-02-2014 15:48,0,,,,,,
WBA000145,application,Web Based Application,WBS000318,IM0035969,Closed,4,4,4,0.929506033,incident,KM0002251,closed,0,11-02-2014 15:37,,14-02-2014 15:27,14-02-2014 15:27,9,,,,,,
SBA000063,application,Server Based Application,WBS000264,IM0035970,Closed,5,5,5,0.029436019,incident,KM0001622,closed,0,11-02-2014 15:38,,12-02-2014 10:01,12-02-2014 10:03,0,,,,,,
SBA000063,application,Server Based Application,WBS000264,IM0035971,Closed,5,5,5,0.43331247,incident,KM0001622,closed,0,11-02-2014 15:38,,12-02-2014 09:42,12-02-2014 09:49,0,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0035972,Closed,5,5,5,0.06106163,incident,KM0002305,closed,6,11-02-2014 15:51,,19-02-2014 15:03,19-02-2014 15:04,6,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0035973,Closed,4,4,4,0.930876099,incident,KM0000702,closed,1,11-02-2014 15:53,12-02-2014 11:16,12-02-2014 16:15,12-02-2014 16:15,7,,,,,,
SBA000439,application,Server Based Application,WBS000219,IM0035974,Closed,5,5,5,0.599723875,request for information,KM0002181,closed,0,11-02-2014 16:08,,12-02-2014 09:52,12-02-2014 09:52,4,,,,,,
